"datetime_utc","Generation_BE","Generation_FR","Prices.BE","holidaysBE"
"2010-01-05 16:00:00",13147.7,69966,56.19,0
"2010-01-05 17:00:00",13147.7,73258,67.2,0
"2010-01-05 18:00:00",13145.7,75406,62,0
"2010-01-05 19:00:00",13144.7,75126,55,0
"2010-01-05 20:00:00",13144.7,73562,49.5,0
"2010-01-05 21:00:00",13143.7,70513,45.88,0
"2010-01-05 22:00:00",13142.7,69127,42.68,0
"2010-01-05 23:00:00",13142.7,68305,41.85,0
"2010-01-06 00:00:00",13134.7,66441,48.52,0
"2010-01-06 01:00:00",13134.7,65267,39.62,0
"2010-01-06 02:00:00",13134.7,65060,41.25,0
"2010-01-06 03:00:00",13134.7,64336,37.12,0
"2010-01-06 04:00:00",13134.7,64279,32.5,0
"2010-01-06 05:00:00",13134.7,64631,39.5,0
"2010-01-06 06:00:00",13134.7,66455,51.69,0
"2010-01-06 07:00:00",13134.7,68493,56.9,0
"2010-01-06 08:00:00",13134.7,69213,56.95,0
"2010-01-06 09:00:00",13134.7,70182,49.75,0
"2010-01-06 10:00:00",13134.7,70708,52.31,0
"2010-01-06 11:00:00",13132.7,71003,68.16,0
"2010-01-06 12:00:00",13132.7,71038,66.19,0
"2010-01-06 13:00:00",13131.7,70535,61.24,0
"2010-01-06 14:00:00",13131.7,70076,59.7,0
"2010-01-06 15:00:00",13132.7,69112,54.63,0
"2010-01-06 16:00:00",13132.7,69271,51,0
"2010-01-06 17:00:00",13132.7,72366,66.99,0
"2010-01-06 18:00:00",13132.7,75110,75,0
"2010-01-06 19:00:00",13132.7,75432,56.9,0
"2010-01-06 20:00:00",13134.7,72175,43.56,0
"2010-01-06 21:00:00",13134.7,70148,40.5,0
"2010-01-06 22:00:00",13134.7,69404,56.36,0
"2010-01-06 23:00:00",13135.7,69115,58.98,0
"2010-01-07 00:00:00",13122.7,67012,40,0
"2010-01-07 01:00:00",13122.7,66464,38.02,0
"2010-01-07 02:00:00",13122.7,66190,34.99,0
"2010-01-07 03:00:00",13122.7,64300,33.65,0
"2010-01-07 04:00:00",13123.7,64100,32,0
"2010-01-07 05:00:00",13123.7,65054,32.82,0
"2010-01-07 06:00:00",13123.7,67182,39.1,0
"2010-01-07 07:00:00",13123.7,70558,52.65,0
"2010-01-07 08:00:00",13122.7,71028,59,0
"2010-01-07 09:00:00",13121.7,71143,62.66,0
"2010-01-07 10:00:00",13121.7,72046,61.1,0
"2010-01-07 11:00:00",13119.7,73118,62.86,0
"2010-01-07 12:00:00",14156.7,73191,63,0
"2010-01-07 13:00:00",14156.7,72217,70.8,0
"2010-01-07 14:00:00",14156.7,70469,66.4,0
"2010-01-07 15:00:00",14156.7,69287,55.75,0
"2010-01-07 16:00:00",14156.7,69292,60.12,0
"2010-01-07 17:00:00",14157.7,72717,77.44,0
"2010-01-07 18:00:00",14157.7,75876,70,0
"2010-01-07 19:00:00",14157.7,75056,59.95,0
"2010-01-07 20:00:00",14157.7,72548,54,0
"2010-01-07 21:00:00",14157.7,70198,48,0
"2010-01-07 22:00:00",14157.7,69389,46.47,0
"2010-01-07 23:00:00",14157.7,68980,43.94,0
"2010-01-08 00:00:00",13657.7,67286,47.96,0
"2010-01-08 01:00:00",13657.7,66535,49.02,0
"2010-01-08 02:00:00",13657.7,66199,37,0
"2010-01-08 03:00:00",13657.7,65293,33.61,0
"2010-01-08 04:00:00",13659.7,64689,32.96,0
"2010-01-08 05:00:00",13659.7,65562,33.31,0
"2010-01-08 06:00:00",13659.7,67724,54.9,0
"2010-01-08 07:00:00",13659.7,70971,66.26,0
"2010-01-08 08:00:00",13659.7,73348,75,0
"2010-01-08 09:00:00",13657.7,73586,78.09,0
"2010-01-08 10:00:00",13656.7,74031,61.45,0
"2010-01-08 11:00:00",13656.7,73739,59.26,0
"2010-01-08 12:00:00",13655.7,73617,57,0
"2010-01-08 13:00:00",13655.7,72480,61.4,0
"2010-01-08 14:00:00",13656.7,71689,49.01,0
"2010-01-08 15:00:00",13657.7,70003,48,0
"2010-01-08 16:00:00",13659.7,70327,49.66,0
"2010-01-08 17:00:00",13660.7,72511,63.08,0
"2010-01-08 18:00:00",13661.7,75523,55.63,0
"2010-01-08 19:00:00",13663.7,73685,47.15,0
"2010-01-08 20:00:00",13664.7,72043,41.49,0
"2010-01-08 21:00:00",13664.7,70304,34.99,0
"2010-01-08 22:00:00",13665.7,69274,36.04,0
"2010-01-08 23:00:00",13666.7,68921,54.9,0
"2010-01-09 00:00:00",13671.7,67109,30.04,0
"2010-01-09 01:00:00",13671.7,66249,28,0
"2010-01-09 02:00:00",13672.7,65565,46.16,0
"2010-01-09 03:00:00",13674.7,64736,27.53,0
"2010-01-09 04:00:00",13674.7,63731,25,0
"2010-01-09 05:00:00",13675.7,63347,22,0
"2010-01-09 06:00:00",13675.7,64873,30.24,0
"2010-01-09 07:00:00",13675.7,66060,33,0
"2010-01-09 08:00:00",13675.7,66697,37,0
"2010-01-09 09:00:00",13675.7,70008,42.99,0
"2010-01-09 10:00:00",13674.7,72297,46.59,0
"2010-01-09 11:00:00",13672.7,72675,46.76,0
"2010-01-09 12:00:00",13672.7,73584,47.66,0
"2010-01-09 13:00:00",13672.7,72813,45,0
"2010-01-09 14:00:00",13672.7,70862,43.6,0
"2010-01-09 15:00:00",13672.7,68761,40.06,0
"2010-01-09 16:00:00",13674.7,68496,45,0
"2010-01-09 17:00:00",13675.7,70302,55.29,0
"2010-01-09 18:00:00",13677.7,72987,51.61,0
"2010-01-09 19:00:00",13677.7,72826,48,0
"2010-01-09 20:00:00",13679.7,71256,48.77,0
"2010-01-09 21:00:00",13680.7,68633,39.93,0
"2010-01-09 22:00:00",13680.7,68556,43.24,0
"2010-01-09 23:00:00",13681.7,68703,43.05,0
"2010-01-10 00:00:00",13646.7,68356,66,0
"2010-01-10 01:00:00",13646.7,67147,63.19,0
"2010-01-10 02:00:00",13645.7,66170,56.18,0
"2010-01-10 03:00:00",13645.7,64980,18,0
"2010-01-10 04:00:00",13646.7,63282,0.01,0
"2010-01-10 05:00:00",13646.7,62623,0.01,0
"2010-01-10 06:00:00",13646.7,62461,1,0
"2010-01-10 07:00:00",13646.7,62867,0.01,0
"2010-01-10 08:00:00",13645.7,64601,20.99,0
"2010-01-10 09:00:00",13646.7,66409,30,0
"2010-01-10 10:00:00",13644.7,68164,44.65,0
"2010-01-10 11:00:00",13642.7,69692,46.93,0
"2010-01-10 12:00:00",13641.7,71277,46.6,0
"2010-01-10 13:00:00",13640.7,70072,44.86,0
"2010-01-10 14:00:00",13640.7,68488,39.99,0
"2010-01-10 15:00:00",13640.7,66902,35.57,0
"2010-01-10 16:00:00",13640.7,67281,39.5,0
"2010-01-10 17:00:00",13641.7,68756,47.93,0
"2010-01-10 18:00:00",13642.7,71874,54,0
"2010-01-10 19:00:00",13642.7,73215,49.18,0
"2010-01-10 20:00:00",13641.7,72158,45.62,0
"2010-01-10 21:00:00",13641.7,68977,43,0
"2010-01-10 22:00:00",13641.7,68762,43,0
"2010-01-10 23:00:00",13641.7,68423,38.1,0
"2010-01-11 00:00:00",13644.7,65720,59.43,0
"2010-01-11 01:00:00",13644.7,64921,45.93,0
"2010-01-11 02:00:00",13643.7,64579,36.09,0
"2010-01-11 03:00:00",13643.7,63649,31,0
"2010-01-11 04:00:00",13643.7,63578,30.91,0
"2010-01-11 05:00:00",13643.7,64736,30.9,0
"2010-01-11 06:00:00",13643.7,66743,37.31,0
"2010-01-11 07:00:00",13643.7,69005,57.04,0
"2010-01-11 08:00:00",13643.7,71144,70.5,0
"2010-01-11 09:00:00",13641.7,71555,71.5,0
"2010-01-11 10:00:00",13640.7,72040,71,0
"2010-01-11 11:00:00",13640.7,72456,70.04,0
"2010-01-11 12:00:00",13639.7,72777,68.75,0
"2010-01-11 13:00:00",13639.7,71749,84.48,0
"2010-01-11 14:00:00",13638.7,70820,81.52,0
"2010-01-11 15:00:00",13638.7,68369,61.45,0
"2010-01-11 16:00:00",13638.7,69200,72.69,0
"2010-01-11 17:00:00",13639.7,71359,89,0
"2010-01-11 18:00:00",13639.7,75754,80.66,0
"2010-01-11 19:00:00",13639.7,75317,63.5,0
"2010-01-11 20:00:00",13640.7,72288,49.99,0
"2010-01-11 21:00:00",13640.7,69824,43.66,0
"2010-01-11 22:00:00",13641.7,68535,66.19,0
"2010-01-11 23:00:00",13641.7,67986,62.92,0
"2010-01-12 00:00:00",13604.7,66388,63.2,0
"2010-01-12 01:00:00",13604.7,65787,67.27,0
"2010-01-12 02:00:00",13605.7,65401,61.85,0
"2010-01-12 03:00:00",13605.7,64166,55,0
"2010-01-12 04:00:00",13605.7,63487,53.02,0
"2010-01-12 05:00:00",13605.7,64592,60.29,0
"2010-01-12 06:00:00",13605.7,67377,75,0
"2010-01-12 07:00:00",13605.7,71025,102.12,0
"2010-01-12 08:00:00",13605.7,73013,143.28,0
"2010-01-12 09:00:00",13604.7,73795,195.56,0
"2010-01-12 10:00:00",13602.7,74301,179.58,0
"2010-01-12 11:00:00",13602.7,73916,158.11,0
"2010-01-12 12:00:00",13601.7,72955,93.99,0
"2010-01-12 13:00:00",13600.7,72773,75.17,0
"2010-01-12 14:00:00",13598.7,72426,66.11,0
"2010-01-12 15:00:00",13597.7,71401,66.2,0
"2010-01-12 16:00:00",13597.7,71124,65.66,0
"2010-01-12 17:00:00",13596.7,75111,83.73,0
"2010-01-12 18:00:00",13595.7,76808,101.25,0
"2010-01-12 19:00:00",13595.7,74327,72.77,0
"2010-01-12 20:00:00",13595.7,71610,64.15,0
"2010-01-12 21:00:00",13593.7,68726,42,0
"2010-01-12 22:00:00",13593.7,67626,61.1,0
"2010-01-12 23:00:00",13593.7,66897,54.69,0
"2010-01-13 00:00:00",13600.7,66687,44.96,0
"2010-01-13 01:00:00",13598.7,66055,46.4,0
"2010-01-13 02:00:00",13597.7,65644,45.88,0
"2010-01-13 03:00:00",13597.7,64197,35.01,0
"2010-01-13 04:00:00",13597.7,63797,34.28,0
"2010-01-13 05:00:00",13597.7,64734,37.11,0
"2010-01-13 06:00:00",13597.7,66991,53.05,0
"2010-01-13 07:00:00",13598.7,71115,66.18,0
"2010-01-13 08:00:00",13598.7,73358,63.92,0
"2010-01-13 09:00:00",13597.7,74480,61.46,0
"2010-01-13 10:00:00",13597.7,74756,62.36,0
"2010-01-13 11:00:00",13596.7,74493,63.88,0
"2010-01-13 12:00:00",13596.7,73392,66.46,0
"2010-01-13 13:00:00",13596.7,72087,65.15,0
"2010-01-13 14:00:00",13594.7,72235,63.6,0
"2010-01-13 15:00:00",13594.7,70236,57.65,0
"2010-01-13 16:00:00",13594.7,70220,58.29,0
"2010-01-13 17:00:00",13596.7,72482,67.01,0
"2010-01-13 18:00:00",13597.7,76092,72.13,0
"2010-01-13 19:00:00",13597.7,74969,71.03,0
"2010-01-13 20:00:00",13597.7,71766,67.5,0
"2010-01-13 21:00:00",13597.7,67853,43.5,0
"2010-01-13 22:00:00",13597.7,66972,51.67,0
"2010-01-13 23:00:00",13597.7,66318,47,0
"2010-01-14 00:00:00",13549.7,65483,44.09,0
"2010-01-14 01:00:00",13550.7,63870,45.18,0
"2010-01-14 02:00:00",13550.7,63748,41.19,0
"2010-01-14 03:00:00",13550.7,62924,33.5,0
"2010-01-14 04:00:00",13550.7,62286,32.21,0
"2010-01-14 05:00:00",13550.7,63348,40.9,0
"2010-01-14 06:00:00",13554.7,66060,51.47,0
"2010-01-14 07:00:00",13554.7,70202,65.25,0
"2010-01-14 08:00:00",13554.7,72449,65.58,0
"2010-01-14 09:00:00",13554.7,72412,66.2,0
"2010-01-14 10:00:00",13550.7,72342,66.19,0
"2010-01-14 11:00:00",13550.7,72634,66.17,0
"2010-01-14 12:00:00",13550.7,72701,65.29,0
"2010-01-14 13:00:00",13550.7,72133,63.08,0
"2010-01-14 14:00:00",13550.7,71882,62.03,0
"2010-01-14 15:00:00",13550.7,69807,57.23,0
"2010-01-14 16:00:00",13550.7,69684,61.11,0
"2010-01-14 17:00:00",13552.7,73752,69,0
"2010-01-14 18:00:00",13560.7,76351,87.96,0
"2010-01-14 19:00:00",13563.7,74969,69.99,0
"2010-01-14 20:00:00",13563.7,71665,66.19,0
"2010-01-14 21:00:00",13563.7,68192,55.59,0
"2010-01-14 22:00:00",13563.7,67476,55.53,0
"2010-01-14 23:00:00",13656.7,67624,50.62,0
"2010-01-15 00:00:00",12660.7,65891,47.73,0
"2010-01-15 01:00:00",12660.7,65013,47.78,0
"2010-01-15 02:00:00",12660.7,65354,42.75,0
"2010-01-15 03:00:00",12660.7,64552,32.99,0
"2010-01-15 04:00:00",12660.7,64095,32,0
"2010-01-15 05:00:00",12660.7,64575,39.84,0
"2010-01-15 06:00:00",12660.7,66135,48.96,0
"2010-01-15 07:00:00",12663.7,71052,65,0
"2010-01-15 08:00:00",12661.7,72944,65.17,0
"2010-01-15 09:00:00",12661.7,72755,64.82,0
"2010-01-15 10:00:00",12660.7,72671,66.18,0
"2010-01-15 11:00:00",12660.7,72989,66,0
"2010-01-15 12:00:00",12660.7,71766,62.93,0
"2010-01-15 13:00:00",12660.7,70766,62.13,0
"2010-01-15 14:00:00",12658.7,70153,57.95,0
"2010-01-15 15:00:00",12658.7,68577,50.41,0
"2010-01-15 16:00:00",12658.7,68517,53.8,0
"2010-01-15 17:00:00",12660.7,70837,63.02,0
"2010-01-15 18:00:00",12660.7,73671,67.44,0
"2010-01-15 19:00:00",12660.7,72647,66.99,0
"2010-01-15 20:00:00",12660.7,69999,60.95,0
"2010-01-15 21:00:00",12660.7,67018,50.77,0
"2010-01-15 22:00:00",12661.7,66469,53.06,0
"2010-01-15 23:00:00",12661.7,66635,53.86,0
"2010-01-16 00:00:00",12664.7,64990,42.56,0
"2010-01-16 01:00:00",12664.7,62667,40.74,0
"2010-01-16 02:00:00",12664.7,61928,37.56,0
"2010-01-16 03:00:00",12663.7,60233,34.01,0
"2010-01-16 04:00:00",12663.7,59280,31.76,0
"2010-01-16 05:00:00",12660.7,59633,29.8,0
"2010-01-16 06:00:00",12660.7,60245,29.2,0
"2010-01-16 07:00:00",12660.7,61637,27.67,0
"2010-01-16 08:00:00",12660.7,62642,36.67,0
"2010-01-16 09:00:00",12658.7,64717,43,0
"2010-01-16 10:00:00",12657.7,65474,45.34,0
"2010-01-16 11:00:00",12654.7,66442,46,0
"2010-01-16 12:00:00",12654.7,67894,43,0
"2010-01-16 13:00:00",12654.7,66903,39.59,0
"2010-01-16 14:00:00",12654.7,64912,37.93,0
"2010-01-16 15:00:00",12655.7,63581,34.87,0
"2010-01-16 16:00:00",12658.7,63566,34.3,0
"2010-01-16 17:00:00",12660.7,64996,44.8,0
"2010-01-16 18:00:00",12661.7,67933,53.12,0
"2010-01-16 19:00:00",13702.7,67747,39.93,0
"2010-01-16 20:00:00",13703.7,64232,34.2,0
"2010-01-16 21:00:00",13703.7,61780,37,0
"2010-01-16 22:00:00",13705.7,61546,47.03,0
"2010-01-16 23:00:00",13938.7,61649,47.08,0
"2010-01-17 00:00:00",13916.7,61095,41.78,0
"2010-01-17 01:00:00",13917.7,59447,40.17,0
"2010-01-17 02:00:00",13917.7,58875,30.91,0
"2010-01-17 03:00:00",13917.7,57722,17,0
"2010-01-17 04:00:00",13917.7,55395,14.79,0
"2010-01-17 05:00:00",13917.7,55298,12.31,0
"2010-01-17 06:00:00",13917.7,55435,11.93,0
"2010-01-17 07:00:00",13917.7,56970,14,0
"2010-01-17 08:00:00",13917.7,59324,21.25,0
"2010-01-17 09:00:00",13916.7,60649,32.99,0
"2010-01-17 10:00:00",13914.7,61154,40,0
"2010-01-17 11:00:00",13914.7,61766,40.5,0
"2010-01-17 12:00:00",13913.7,62176,38,0
"2010-01-17 13:00:00",13913.7,61437,34.94,0
"2010-01-17 14:00:00",13913.7,60590,30,0
"2010-01-17 15:00:00",13913.7,60487,27,0
"2010-01-17 16:00:00",13913.7,59993,27.67,0
"2010-01-17 17:00:00",13913.7,61107,38.68,0
"2010-01-17 18:00:00",13914.7,64130,41.11,0
"2010-01-17 19:00:00",13916.7,65830,43,0
"2010-01-17 20:00:00",13916.7,64816,43.71,0
"2010-01-17 21:00:00",13917.7,63305,42.65,0
"2010-01-17 22:00:00",13918.7,62783,45.21,0
"2010-01-17 23:00:00",13920.7,62775,42.73,0
"2010-01-18 00:00:00",13939.7,61730,32.01,0
"2010-01-18 01:00:00",13939.7,61750,31,0
"2010-01-18 02:00:00",13939.7,61869,26.44,0
"2010-01-18 03:00:00",13939.7,62011,19.15,0
"2010-01-18 04:00:00",13939.7,62066,19,0
"2010-01-18 05:00:00",13940.7,63565,26.21,0
"2010-01-18 06:00:00",13940.7,65831,40.2,0
"2010-01-18 07:00:00",13931.7,71087,61.53,0
"2010-01-18 08:00:00",13931.7,71680,60.21,0
"2010-01-18 09:00:00",13931.7,71196,59.99,0
"2010-01-18 10:00:00",13931.7,71081,59.3,0
"2010-01-18 11:00:00",13931.7,70860,59.12,0
"2010-01-18 12:00:00",13931.7,70354,57.34,0
"2010-01-18 13:00:00",13933.7,69557,54.93,0
"2010-01-18 14:00:00",13933.7,69416,50.91,0
"2010-01-18 15:00:00",13935.7,68568,48.33,0
"2010-01-18 16:00:00",13945.7,68759,52.8,0
"2010-01-18 17:00:00",13945.7,70404,62.07,0
"2010-01-18 18:00:00",13946.7,73957,68.27,0
"2010-01-18 19:00:00",13946.7,74145,54.75,0
"2010-01-18 20:00:00",13946.7,70086,47.8,0
"2010-01-18 21:00:00",13946.7,66924,43.54,0
"2010-01-18 22:00:00",13946.7,66845,47.91,0
"2010-01-18 23:00:00",13946.7,66038,42.31,0
"2010-01-19 00:00:00",13946.7,64927,39.93,0
"2010-01-19 01:00:00",13946.7,64398,38.67,0
"2010-01-19 02:00:00",13948.7,64657,33.99,0
"2010-01-19 03:00:00",13949.7,64010,30.91,0
"2010-01-19 04:00:00",13949.7,64258,29,0
"2010-01-19 05:00:00",13949.7,64458,36.53,0
"2010-01-19 06:00:00",13949.7,66309,49.59,0
"2010-01-19 07:00:00",13949.7,70692,57,0
"2010-01-19 08:00:00",13719.7,73496,59.08,0
"2010-01-19 09:00:00",13719.7,73436,58.68,0
"2010-01-19 10:00:00",13716.7,73215,58.57,0
"2010-01-19 11:00:00",13715.7,73851,58.41,0
"2010-01-19 12:00:00",13715.7,72917,57.63,0
"2010-01-19 13:00:00",13714.7,72286,53.63,0
"2010-01-19 14:00:00",13714.7,71252,52.05,0
"2010-01-19 15:00:00",13714.7,69846,49.01,0
"2010-01-19 16:00:00",13715.7,70042,50.75,0
"2010-01-19 17:00:00",13946.7,72740,60,0
"2010-01-19 18:00:00",13948.7,75545,65.46,0
"2010-01-19 19:00:00",13949.7,74555,58.87,0
"2010-01-19 20:00:00",13949.7,71397,50.86,0
"2010-01-19 21:00:00",13951.7,67597,43.4,0
"2010-01-19 22:00:00",13951.7,67925,47.66,0
"2010-01-19 23:00:00",13952.7,67518,43.79,0
"2010-01-20 00:00:00",13701.7,65393,38.57,0
"2010-01-20 01:00:00",13701.7,63649,37.33,0
"2010-01-20 02:00:00",13701.7,63602,31.64,0
"2010-01-20 03:00:00",13701.7,63811,29.31,0
"2010-01-20 04:00:00",13701.7,63106,28.91,0
"2010-01-20 05:00:00",13701.7,63595,32.96,0
"2010-01-20 06:00:00",13701.7,65700,43.08,0
"2010-01-20 07:00:00",13701.7,70032,58,0
"2010-01-20 08:00:00",13701.7,72697,56.44,0
"2010-01-20 09:00:00",13701.7,73652,56.87,0
"2010-01-20 10:00:00",13701.7,73707,58.62,0
"2010-01-20 11:00:00",13700.7,74122,53.09,0
"2010-01-20 12:00:00",13700.7,74088,51,0
"2010-01-20 13:00:00",13698.7,73466,52.46,0
"2010-01-20 14:00:00",13698.7,72642,54.68,0
"2010-01-20 15:00:00",13700.7,70960,49.78,0
"2010-01-20 16:00:00",13700.7,70268,49.99,0
"2010-01-20 17:00:00",13701.7,71566,54.93,0
"2010-01-20 18:00:00",13702.7,75065,63.84,0
"2010-01-20 19:00:00",13704.7,75015,47.1,0
"2010-01-20 20:00:00",13724.7,71459,46.83,0
"2010-01-20 21:00:00",13725.7,67360,43,0
"2010-01-20 22:00:00",13725.7,66285,44.99,0
"2010-01-20 23:00:00",13959.7,66110,41.02,0
"2010-01-21 00:00:00",13968.7,64459,37.51,0
"2010-01-21 01:00:00",13968.7,63718,36.12,0
"2010-01-21 02:00:00",13968.7,63438,33.05,0
"2010-01-21 03:00:00",13968.7,63262,28.81,0
"2010-01-21 04:00:00",13968.7,63325,27.54,0
"2010-01-21 05:00:00",13968.7,63452,34,0
"2010-01-21 06:00:00",13968.7,65077,41.3,0
"2010-01-21 07:00:00",13968.7,70443,53.18,0
"2010-01-21 08:00:00",13968.7,72736,55.27,0
"2010-01-21 09:00:00",13968.7,72629,52.5,0
"2010-01-21 10:00:00",13968.7,72426,53,0
"2010-01-21 11:00:00",13966.7,72397,53.5,0
"2010-01-21 12:00:00",13963.7,71798,50.5,0
"2010-01-21 13:00:00",13962.7,70732,52.29,0
"2010-01-21 14:00:00",13962.7,69773,50.22,0
"2010-01-21 15:00:00",13960.7,68078,48.09,0
"2010-01-21 16:00:00",13960.7,68241,49.94,0
"2010-01-21 17:00:00",13960.7,71739,56.27,0
"2010-01-21 18:00:00",13960.7,74719,63.16,0
"2010-01-21 19:00:00",13960.7,74290,47.58,0
"2010-01-21 20:00:00",13960.7,71017,44.93,0
"2010-01-21 21:00:00",13960.7,67805,42,0
"2010-01-21 22:00:00",13960.7,66483,45,0
"2010-01-21 23:00:00",13960.7,66347,40.47,0
"2010-01-22 00:00:00",12731.7,64861,37.75,0
"2010-01-22 01:00:00",12729.7,63437,37.1,0
"2010-01-22 02:00:00",12729.7,62874,32.48,0
"2010-01-22 03:00:00",12732.7,62921,30.3,0
"2010-01-22 04:00:00",12735.7,63329,29.34,0
"2010-01-22 05:00:00",12736.7,63245,31.34,0
"2010-01-22 06:00:00",12735.7,65111,40.86,0
"2010-01-22 07:00:00",12735.7,69743,54.14,0
"2010-01-22 08:00:00",12733.7,72234,55,0
"2010-01-22 09:00:00",12731.7,71931,56.7,0
"2010-01-22 10:00:00",12729.7,71683,54.56,0
"2010-01-22 11:00:00",12726.7,70963,55.39,0
"2010-01-22 12:00:00",13035.7,70222,52.92,0
"2010-01-22 13:00:00",13035.7,68855,50,0
"2010-01-22 14:00:00",13036.7,67321,48.45,0
"2010-01-22 15:00:00",13036.7,66134,44.96,0
"2010-01-22 16:00:00",13036.7,66106,45.5,0
"2010-01-22 17:00:00",13037.7,68637,51.22,0
"2010-01-22 18:00:00",13040.7,72826,51.43,0
"2010-01-22 19:00:00",13040.7,72853,44.88,0
"2010-01-22 20:00:00",13041.7,69247,41.5,0
"2010-01-22 21:00:00",13041.7,65635,42.4,0
"2010-01-22 22:00:00",13042.7,64790,43.47,0
"2010-01-22 23:00:00",13044.7,64656,40.51,0
"2010-01-23 00:00:00",13257.7,63118,41.27,0
"2010-01-23 01:00:00",13258.7,61186,39.09,0
"2010-01-23 02:00:00",13258.7,61189,35,0
"2010-01-23 03:00:00",13258.7,60975,30.95,0
"2010-01-23 04:00:00",13258.7,60469,28.5,0
"2010-01-23 05:00:00",13258.7,59991,29.58,0
"2010-01-23 06:00:00",13258.7,60167,29.77,0
"2010-01-23 07:00:00",13258.7,60774,35,0
"2010-01-23 08:00:00",13258.7,62309,39.93,0
"2010-01-23 09:00:00",13257.7,63375,43,0
"2010-01-23 10:00:00",13257.7,64578,46.79,0
"2010-01-23 11:00:00",13254.7,64832,48.66,0
"2010-01-23 12:00:00",13252.7,65982,52.89,0
"2010-01-23 13:00:00",13251.7,64239,46.15,0
"2010-01-23 14:00:00",13251.7,62224,43.41,0
"2010-01-23 15:00:00",13251.7,61050,41.45,0
"2010-01-23 16:00:00",13251.7,61252,41.96,0
"2010-01-23 17:00:00",13251.7,64069,45.78,0
"2010-01-23 18:00:00",13251.7,67823,53.19,0
"2010-01-23 19:00:00",13252.7,67598,52.83,0
"2010-01-23 20:00:00",13252.7,64763,46.29,0
"2010-01-23 21:00:00",13254.7,62764,41.19,0
"2010-01-23 22:00:00",13254.7,62251,43.01,0
"2010-01-23 23:00:00",13254.7,62687,42,0
"2010-01-24 00:00:00",13270.7,61832,42.07,0
"2010-01-24 01:00:00",13270.7,59897,41.83,0
"2010-01-24 02:00:00",13270.7,59839,40.09,0
"2010-01-24 03:00:00",13271.7,58669,33.28,0
"2010-01-24 04:00:00",13271.7,58052,26.67,0
"2010-01-24 05:00:00",13271.7,58143,22,0
"2010-01-24 06:00:00",13272.7,57518,20.05,0
"2010-01-24 07:00:00",13272.7,57672,27.85,0
"2010-01-24 08:00:00",13272.7,58678,31.16,0
"2010-01-24 09:00:00",13269.7,60160,36.57,0
"2010-01-24 10:00:00",13269.7,61128,42.76,0
"2010-01-24 11:00:00",13269.7,63190,46.09,0
"2010-01-24 12:00:00",13269.7,63954,48.6,0
"2010-01-24 13:00:00",13269.7,62729,42.61,0
"2010-01-24 14:00:00",13269.7,60726,37.82,0
"2010-01-24 15:00:00",13270.7,60204,34.4,0
"2010-01-24 16:00:00",13270.7,60539,34.84,0
"2010-01-24 17:00:00",13272.7,63079,42.15,0
"2010-01-24 18:00:00",13272.7,66707,50.08,0
"2010-01-24 19:00:00",13274.7,67349,49.48,0
"2010-01-24 20:00:00",13275.7,65210,45.68,0
"2010-01-24 21:00:00",13275.7,63523,42.42,0
"2010-01-24 22:00:00",13275.7,63704,43.16,0
