"datetime_utc","Generation_BE","Generation_FR","Prices.BE","holidaysBE"
"2016-11-03 13:00:00",18966.6425,52869,NA,0
"2016-11-03 14:00:00",16926.9075,52858,NA,0
"2016-11-03 15:00:00",14481.9875,52648,NA,0
"2016-11-03 16:00:00",11764.04,53049,NA,0
"2016-11-03 17:00:00",10791.83,54267,NA,0
"2016-11-03 18:00:00",10857.4575,60087,NA,0
"2016-11-03 19:00:00",10939.745,60925,NA,0
"2016-11-03 20:00:00",11020.785,57100,NA,0
"2016-11-03 21:00:00",11084.905,54195,NA,0
"2016-11-03 22:00:00",11126.055,52465,NA,0
"2016-11-03 23:00:00",11206.175,52553,NA,0
"2016-11-04 00:00:00",11245.6525,52328,NA,0
"2016-11-04 01:00:00",11240.2,50298,NA,0
"2016-11-04 02:00:00",11228.5075,49438,NA,0
"2016-11-04 03:00:00",11214.5925,48002,NA,0
"2016-11-04 04:00:00",11202.08,48256,NA,0
"2016-11-04 05:00:00",11194.18,48254,NA,0
"2016-11-04 06:00:00",11190.1975,50443,NA,0
"2016-11-04 07:00:00",11215.18,52651,NA,0
"2016-11-04 08:00:00",12331.16,53328,NA,0
"2016-11-04 09:00:00",14674.3525,52967,NA,0
"2016-11-04 10:00:00",16788.865,52685,NA,0
"2016-11-04 11:00:00",18255.555,51746,NA,0
"2016-11-04 12:00:00",18688.295,51825,NA,0
"2016-11-04 13:00:00",17992.725,51096,NA,0
"2016-11-04 14:00:00",16362.32,50533,NA,0
"2016-11-04 15:00:00",14072.4525,50992,NA,0
"2016-11-04 16:00:00",11916.885,51554,NA,0
"2016-11-04 17:00:00",11174.4325,53401,NA,0
"2016-11-04 18:00:00",11180.5775,58042,NA,0
"2016-11-04 19:00:00",11158.86,57695,NA,0
"2016-11-04 20:00:00",11120.05,54591,NA,0
"2016-11-04 21:00:00",11074.2975,51477,NA,0
"2016-11-04 22:00:00",11028.62,50800,NA,0
"2016-11-04 23:00:00",11235.9225,51512,NA,0
"2016-11-05 00:00:00",11200.495,50842,NA,0
"2016-11-05 01:00:00",11163.635,48002,NA,0
"2016-11-05 02:00:00",11159.8725,47889,NA,0
"2016-11-05 03:00:00",11174.0225,47160,NA,0
"2016-11-05 04:00:00",11178.9675,47242,NA,0
"2016-11-05 05:00:00",11174.2025,46456,NA,0
"2016-11-05 06:00:00",11170.03,46585,NA,0
"2016-11-05 07:00:00",11196.715,47224,NA,0
"2016-11-05 08:00:00",12672.71,47823,NA,0
"2016-11-05 09:00:00",15586.5025,48519,NA,0
"2016-11-05 10:00:00",18236.015,49307,NA,0
"2016-11-05 11:00:00",20162.6675,50136,NA,0
"2016-11-05 12:00:00",20901.8875,50064,NA,0
"2016-11-05 13:00:00",20222.13,50018,NA,0
"2016-11-05 14:00:00",18252.795,48810,NA,0
"2016-11-05 15:00:00",15483.3075,48073,NA,0
"2016-11-05 16:00:00",12582.47,47629,NA,0
"2016-11-05 17:00:00",11584.685,48760,NA,0
"2016-11-05 18:00:00",11621.205,53004,NA,0
"2016-11-05 19:00:00",11640.6725,54459,NA,0
"2016-11-05 20:00:00",11645.3725,52222,NA,0
"2016-11-05 21:00:00",11638.3675,49881,NA,0
"2016-11-05 22:00:00",11623.84,49199,NA,0
"2016-11-05 23:00:00",11845.79,50109,NA,0
"2016-11-06 00:00:00",11628.45,51816,NA,0
"2016-11-06 01:00:00",11635.475,50010,NA,0
"2016-11-06 02:00:00",11643.845,49201,NA,0
"2016-11-06 03:00:00",11646.5025,47117,NA,0
"2016-11-06 04:00:00",11641.3275,46741,NA,0
"2016-11-06 05:00:00",11629.505,46734,NA,0
"2016-11-06 06:00:00",11612.415,46861,NA,0
"2016-11-06 07:00:00",11610.3575,46973,NA,0
"2016-11-06 08:00:00",12523.7825,47830,NA,0
"2016-11-06 09:00:00",14480.715,49100,NA,0
"2016-11-06 10:00:00",15872.7225,50176,NA,0
"2016-11-06 11:00:00",16638.47,50106,NA,0
"2016-11-06 12:00:00",17056.5975,50474,NA,0
"2016-11-06 13:00:00",16822.905,50733,NA,0
"2016-11-06 14:00:00",15828.7925,49695,NA,0
"2016-11-06 15:00:00",13992.7875,49555,NA,0
"2016-11-06 16:00:00",12031.445,49677,NA,0
"2016-11-06 17:00:00",11614.2725,50315,NA,0
"2016-11-06 18:00:00",11598.96,54162,NA,0
"2016-11-06 19:00:00",11577.6875,56335,NA,0
"2016-11-06 20:00:00",11552.14,54997,NA,0
"2016-11-06 21:00:00",11523.76,53326,NA,0
"2016-11-06 22:00:00",11499.8075,51257,NA,0
"2016-11-06 23:00:00",11389.5325,52628,NA,0
